           2.26     -1.4429999      2.0780337     0.64211743      31.756455   -0.047804009
          2.261     -1.4427161      2.0514419     0.64334875      32.174545    -0.17735286
          2.262     -1.4411415      2.0335585     0.64332691      29.790996    -0.17338637
          2.263     -1.4362335      2.1975094     0.62292997      41.484426     0.08326344
          2.264     -1.4337556       2.141808     0.61987957       39.75104    -0.24921343
          2.265     -1.4340489      2.1099747     0.62538911      35.669464     0.11710403
          2.266     -1.4299721      2.1360002     0.61317014      40.140829     0.20066455
          2.267     -1.4303871      2.1250345     0.61824046      38.708714  -0.0097780801
          2.268     -1.4275837      2.1487954      0.6102554       41.93381     -0.2552265
          2.269     -1.4235585      2.1777136     0.59757376       44.96811     0.24700021
           2.27      -1.423089      2.1531072     0.60489096      40.328256     0.16115705
          2.271     -1.4206712      2.1648173     0.59795019       42.30237   0.0019693368
          2.272     -1.4202934      2.1379468     0.60157265      40.843038    0.076264126
          2.273     -1.4179315      2.1752431     0.59429793      42.947866    0.027424482
          2.274     -1.4167388      2.1504306     0.59546644      40.597788     0.14398399
          2.275     -1.4090463      2.2676987     0.56551379      52.111729    0.066591956
          2.276     -1.4092565      2.2289966     0.57362948      46.538759   -0.084376535
          2.277     -1.4066002      2.1940917     0.56218837      50.530755    0.084035863
          2.278     -1.4039635      2.2053152     0.55666218      50.839245   -0.096790742
          2.279     -1.4026141      2.2371832      0.5563653      50.906894    0.040020378
           2.28     -1.4007905      2.2554435     0.55165137      52.773146   -0.055355294
          2.281     -1.4006684      2.1745698     0.55897258      48.637242   -0.055615113
          2.282     -1.3976232      2.1999966      0.5498408      50.120182   -0.030670206
          2.283     -1.3951611      2.1908839     0.54056986       53.28582    0.037443425
          2.284     -1.3938243      2.2046142     0.54275565      51.642561   -0.078857142
          2.285     -1.3908157      2.2386963     0.53308814      54.538602   -0.041404206
          2.286     -1.3898051      2.2075093     0.53237639      54.553799   -0.017061673
          2.287     -1.3839843      2.2327268     0.50888648      59.095348    0.040535773
          2.288     -1.3833304      2.2455005     0.51128356      58.571562    0.089253297
          2.289     -1.3793739      2.2198342     0.49677403      60.254929    0.017873719
           2.29     -1.3809549      2.1701279     0.51258834      55.140531     0.05062188
          2.291     -1.3773323      2.2104641     0.50007215       59.36621    -0.10618939
          2.292     -1.3764429      2.1984491     0.50259418       56.85249   -0.097819457
          2.293     -1.3700476      2.1804118     0.47461263       61.93376   -0.060864444
          2.294     -1.3728458      2.1467619       0.497351      54.948402      0.1013264
          2.295     -1.3683297      2.1583843     0.47905082      59.110209   -0.010387519
          2.296     -1.3629432      2.1757821     0.45521032       63.51107    -0.02029645
          2.297     -1.3627122      2.1723107     0.45716013      64.655261   0.0033080269
          2.298     -1.3612532      2.1635192     0.45962746      61.480407    0.023588791
          2.299     -1.3593387      2.1168389     0.45922009       59.18169    0.042649088
            2.3     -1.3558551      2.1532626      0.4438657      62.599097  -0.0094561322
