           2.26     -1.4425094      2.1725915     0.63298543      47.108458   -0.021086188
          2.261     -1.4396102      2.2216428     0.62306198       56.70108   -0.026944032
          2.262      -1.437599      2.2485293     0.61898435      57.360335    -0.20285968
          2.263     -1.4356496      2.2315127     0.61934131      51.748841     -0.1165071
          2.264     -1.4342352      2.2344621     0.61491544      54.325423    0.038673481
          2.265     -1.4322168      2.2167214     0.61021799      59.475682     -0.2059704
          2.266     -1.4326354      2.1266684     0.62132658      45.046618   -0.034068781
          2.267     -1.4284085      2.2230893     0.60332858      57.755884    0.070880409
          2.268     -1.4234754      2.3689902     0.58317704      72.929522   -0.023511121
          2.269     -1.4224792      2.2964623     0.58673014      64.621573   -0.064753881
           2.27     -1.4212138      2.3211016      0.5827329       72.51487     0.13711602
          2.271     -1.4173364      2.3896831     0.56875239      77.126805     0.22637328
          2.272     -1.4178924      2.2258491     0.58544908      58.046181   -0.031910505
          2.273      -1.412083       2.373335     0.55382898      81.514847     0.21857638
          2.274     -1.4085845      2.4082076     0.53951322      91.247076    -0.16401173
          2.275     -1.4088338       2.340144     0.55015444      80.165837  -0.0014577905
          2.276     -1.4065811      2.3435844     0.54259778       82.85496   -0.088905785
