              1      1.0000000     -2.0000000      0.0000000      1.0000000      0.0000000      1.0000000              0
             10      1.0000000     -1.9960000    0.025600000     0.99900000   0.0016000000     0.99900000              2
            100      1.0000000     -1.9985000    0.012300000     0.99960000  0.00093600000     0.99960000             21
           1000      1.0000000     -1.9976800    0.018967040     0.99939500   0.0013635900     0.99939500            280
          10000      1.0000000     -1.9971620    0.022866302     0.99927600   0.0015343296     0.99927600           2926
         100000      1.0000000     -1.9971534    0.023545947     0.99927500   0.0015719500     0.99927500          28850
        1000000      1.0000000     -1.9971737    0.023231862     0.99927948   0.0015575675     0.99927948         288986
