              1      2.4000000     -1.8600000      0.0000000     0.96000000      0.0000000     0.96000000             20
             10      2.4000000     -1.5580000     0.56222222     0.84350000     0.25420833     0.84350000            570
            100      2.4000000     -1.4470000      1.4234028     0.76515000      1.9469546     0.76515000           7685
           1000      2.4000000     -1.1930300      1.4800222     0.36437500      10.265914     0.22356500         114406
          10000      2.4000000     -1.2566590      1.5311714     0.48369550      9.3658068   -0.098080500        1046672
         100000      2.4000000     -1.2400692      1.3860806     0.46273970      8.6153448  -0.0050338000       10723969
        1000000      2.4000000     -1.2367621      1.4114850     0.45330643      8.8836156   0.0042657350      107785634
